trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
13243958,05:20:00,05:20:00,1297,0,0,0
13243958,05:20:00,05:20:00,7751,1,0,0
13243958,05:21:00,05:21:00,1301,2,0,0
13243958,05:22:00,05:22:00,1302,3,0,0
13243958,05:23:00,05:23:00,1303,4,0,0
13243958,05:24:00,05:24:00,1304,5,0,0
13243958,05:25:00,05:25:00,1305,6,0,0
13243958,05:25:00,05:25:00,1306,7,0,0
13243958,05:26:00,05:26:00,7116,8,0,0
13243958,05:27:00,05:27:00,1307,9,0,0
13243958,05:27:00,05:27:00,1308,10,0,0
13243958,05:28:00,05:28:00,1309,11,0,0
13243958,05:30:00,05:30:00,1310,12,0,0
13243958,05:32:00,05:32:00,1311,13,0,0
13243958,05:32:00,05:32:00,1312,14,0,0
13243958,05:34:00,05:34:00,1313,15,0,0
13243958,05:37:00,05:37:00,1314,16,0,0
13243958,05:38:00,05:38:00,1598,17,0,0
13243958,05:40:00,05:40:00,1599,18,0,0
13243958,05:42:00,05:42:00,1600,19,0,0
13243958,05:43:00,05:43:00,1601,20,0,0
13243958,05:45:00,05:45:00,1813,21,0,0
13243959,05:50:00,05:50:00,1813,0,0,0
13243959,05:51:00,05:51:00,1602,1,0,0
13243959,05:52:00,05:52:00,1603,2,0,0
13243959,05:52:00,05:52:00,1604,3,0,0
13243959,05:54:00,05:54:00,1605,4,0,0
13243959,05:56:00,05:56:00,1606,5,0,0
13243959,05:57:00,05:57:00,1335,6,0,0
13243959,06:00:00,06:00:00,1336,7,0,0
13243959,06:01:00,06:01:00,1337,8,0,0
13243959,06:02:00,06:02:00,1338,9,0,0
13243959,06:04:00,06:04:00,1339,10,0,0
13243959,06:04:00,06:04:00,1340,11,0,0
13243959,06:05:00,06:05:00,1341,12,0,0
13243959,06:06:00,06:06:00,1342,13,0,0
13243959,06:07:00,06:07:00,1343,14,0,0
13243959,06:07:00,06:07:00,1344,15,0,0
13243959,06:07:00,06:07:00,1345,16,0,0
13243959,06:08:00,06:08:00,1346,17,0,0
13243959,06:08:00,06:08:00,1347,18,0,0
13243959,06:09:00,06:09:00,1348,19,0,0
13243959,06:09:00,06:09:00,1349,20,0,0
13243959,06:10:00,06:10:00,1350,21,0,0
13243959,06:11:00,06:11:00,1351,22,0,0
13243959,06:11:00,06:11:00,1352,23,0,0
13243959,06:12:00,06:12:00,1353,24,0,0
13243959,06:13:00,06:13:00,1354,25,0,0
13243959,06:13:00,06:13:00,1355,26,0,0
13243959,06:14:00,06:14:00,1922,27,0,0
13243959,06:15:00,06:15:00,1297,28,0,0
13243960,05:40:00,05:40:00,7748,0,0,0
13243960,05:41:00,05:41:00,1324,1,0,0
13243960,05:42:00,05:42:00,1325,2,0,0
13243960,05:48:00,05:48:00,7221,3,0,0
13243960,05:50:00,05:50:00,7219,4,0,0
13243960,05:52:00,05:52:00,7217,5,0,0
13243960,05:52:00,05:52:00,7215,6,0,0
13243960,05:53:00,05:53:00,7213,7,0,0
13243960,05:54:00,05:54:00,7211,8,0,0
13243960,05:55:00,05:55:00,1326,9,0,0
13243960,05:56:00,05:56:00,1321,10,0,0
13243960,05:58:00,05:58:00,7209,11,0,0
13243960,05:59:00,05:59:00,7207,12,0,0
13243960,06:01:00,06:01:00,1328,13,0,0
13243960,06:02:00,06:02:00,1329,14,0,0
13243960,06:03:00,06:03:00,1330,15,0,0
13243960,06:04:00,06:04:00,1331,16,0,0
13243960,06:05:00,06:05:00,1333,17,0,0
13243960,06:06:00,06:06:00,1334,18,0,0
13243960,06:06:00,06:06:00,1335,19,0,0
13243960,06:11:00,06:11:00,1336,20,0,0
13243960,06:14:00,06:14:00,1337,21,0,0
13243960,06:16:00,06:16:00,1338,22,0,0
13243960,06:18:00,06:18:00,1339,23,0,0
13243960,06:19:00,06:19:00,1340,24,0,0
13243960,06:20:00,06:20:00,1341,25,0,0
13243960,06:22:00,06:22:00,1342,26,0,0
13243960,06:23:00,06:23:00,1343,27,0,0
13243960,06:24:00,06:24:00,1344,28,0,0
13243960,06:25:00,06:25:00,1345,29,0,0
13243960,06:25:00,06:25:00,1346,30,0,0
13243960,06:26:00,06:26:00,1347,31,0,0
13243960,06:27:00,06:27:00,1348,32,0,0
13243960,06:28:00,06:28:00,1349,33,0,0
13243960,06:29:00,06:29:00,1350,34,0,0
13243960,06:31:00,06:31:00,7073,35,0,0
13243960,06:38:00,06:38:00,1911,36,0,0
13243960,06:40:00,06:40:00,1297,37,0,0
13243961,05:45:00,05:45:00,1965,0,0,0
13243961,05:45:00,05:45:00,7803,1,0,0
13243961,05:50:00,05:50:00,7093,2,0,0
13243961,05:50:00,05:50:00,1870,3,0,0
13243961,05:50:00,05:50:00,7095,4,0,0
13243961,05:51:00,05:51:00,1872,5,0,0
13243961,05:52:00,05:52:00,1873,6,0,0
13243961,05:52:00,05:52:00,7097,7,0,0
13243961,05:57:00,05:57:00,7098,8,0,0
13243961,05:57:00,05:57:00,1867,9,0,0
13243961,05:58:00,05:58:00,7100,10,0,0
13243961,06:00:00,06:00:00,1874,11,0,0
13243961,06:00:00,06:00:00,1875,12,0,0
13243961,06:01:00,06:01:00,7102,13,0,0
13243961,06:01:00,06:01:00,1876,14,0,0
13243961,06:02:00,06:02:00,1877,15,0,0
13243961,06:03:00,06:03:00,7104,16,0,0
13243961,06:03:00,06:03:00,7106,17,0,0
13243961,06:03:00,06:03:00,1878,18,0,0
13243961,06:08:00,06:08:00,7154,19,0,0
13243961,06:09:00,06:09:00,1879,20,0,0
